sentence_id,text,aspect_terms,aspect_categories
245#1,Ajoyib restoran.,"[{'from': 7, 'polarity': 'positive', 'term': 'restoran', 'to': 15}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2566#1,"Bu joy interyer jihatidan juda zo'r, ammo oshxona sizni narxdan boshqa hech narsa bilan ajablantirmaydi.","[{'from': 56, 'polarity': 'neutral', 'term': 'narxdan', 'to': 63}
 {'from': 7, 'polarity': 'positive', 'term': 'interyer', 'to': 15}
 {'from': 42, 'polarity': 'negative', 'term': 'oshxona', 'to': 49}]","[{'category': 'narx', 'polarity': 'neutral'}
 {'category': 'muhit', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'negative'}]"
200#1,Har jihatdan ajoyib joy.,"[{'from': 20, 'polarity': 'positive', 'term': 'joy', 'to': 23}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
1655#1,Ajoyib joy.,"[{'from': 7, 'polarity': 'positive', 'term': 'joy', 'to': 10}]","[{'category': 'muhit', 'polarity': 'positive'}]"
1284#1,Kichik singil,"[{'from': 7, 'polarity': 'neutral', 'term': 'singil', 'to': 13}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2540#2,"Restoran juda yaxshi, narxlardan tortib, mahsulot sifatiga qadar.","[{'from': 0, 'polarity': 'positive', 'term': 'Restoran', 'to': 8}
 {'from': 22, 'polarity': 'positive', 'term': 'narxlardan', 'to': 32}
 {'from': 41, 'polarity': 'positive', 'term': 'mahsulot', 'to': 49}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'narx', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
226#2,Bolalar ko'rgan hamma narsadan xursand bo'lishdi.,"[{'from': 16, 'polarity': 'positive', 'term': 'hamma narsadan', 'to': 30}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
2997#2,"Lekin keyin bir muncha vaqt o'tgach, bularning brchasi o'zgardi, ofitsiantlar juda yomon edi.","[{'from': 37, 'polarity': 'neutral', 'term': 'bularning brchasi', 'to': 54}
 {'from': 65, 'polarity': 'negative', 'term': 'ofitsiantlar', 'to': 77}]","[{'category': 'boshqalar', 'polarity': 'neutral'}
 {'category': 'xizmat', 'polarity': 'negative'}]"
1610#1,Caprese salati,"[{'from': 0, 'polarity': 'neutral', 'term': 'Caprese salati', 'to': 14}]","[{'category': 'ovqat', 'polarity': 'neutral'}]"
2505#2,Yaxshi muhit.,"[{'from': 7, 'polarity': 'positive', 'term': 'muhit', 'to': 12}]","[{'category': 'muhit', 'polarity': 'positive'}]"
796#6,oshning ta'mi shunchaki ilohiydir.,"[{'from': 0, 'polarity': 'positive', 'term': ""oshning ta'mi"", 'to': 13}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
263#2,Narxiga mos.,"[{'from': 0, 'polarity': 'positive', 'term': 'Narxiga', 'to': 7}]","[{'category': 'narx', 'polarity': 'positive'}]"
776#3,Barcha oshpazlar bilan suratga tushing.,"[{'from': 7, 'polarity': 'neutral', 'term': 'oshpazlar', 'to': 16}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2816#3,Bu yaxshi edi.,[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
1178#1,Juda mazali taom.,"[{'from': 12, 'polarity': 'positive', 'term': 'taom', 'to': 16}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
999#2,Men beshta ofitsiantga 7 marta yolvordim.,"[{'from': 4, 'polarity': 'negative', 'term': 'beshta ofitsiantga', 'to': 22}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
631#4,Men 4 qo'yaman,[],"[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2914#4,"Mazali oshxona, shirinliklar zo'r🔥 ayniqsa pista rulosi.","[{'from': 7, 'polarity': 'positive', 'term': 'oshxona', 'to': 14}
 {'from': 16, 'polarity': 'positive', 'term': 'shirinliklar', 'to': 28}
 {'from': 44, 'polarity': 'positive', 'term': 'ista', 'to': 49}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2951#4,Poytaxtning eng yaxshi hasadlaridan biri.,"[{'from': 23, 'polarity': 'positive', 'term': 'hasadlaridan', 'to': 35}]","[{'category': 'muhit', 'polarity': 'positive'}]"
568#1,Oshxona va xizmat ko'rsatish juda yaxshi ko'raman.,"[{'from': 0, 'polarity': 'positive', 'term': 'Oshxona', 'to': 7}
 {'from': 11, 'polarity': 'positive', 'term': 'xizmat', 'to': 17}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'positive'}]"
1958#2,Tavsiya qilaman~~,[],"[{'category': 'ovqat', 'polarity': 'positive'}]"
144#1,Yomon joy emas,"[{'from': 6, 'polarity': 'neutral', 'term': 'joy', 'to': 9}]","[{'category': 'muhit', 'polarity': 'neutral'}]"
907#1,"Osiyodagi eng yirik osh markazi, chinakam osh, o'ziga xos ta'mi bilan","[{'from': 20, 'polarity': 'neutral', 'term': 'osh markazi', 'to': 31}
 {'from': 42, 'polarity': 'neutral', 'term': 'osh', 'to': 45}
 {'from': 58, 'polarity': 'positive', 'term': ""ta'mi"", 'to': 63}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'boshqalar', 'polarity': 'neutral'}]"
2622#1,"Juda muloyim ofitsiantlar, lekin men bu restoran haqida boshqa yaxshi narsa qo'sha olmayman.","[{'from': 40, 'polarity': 'negative', 'term': 'restoran', 'to': 48}
 {'from': 13, 'polarity': 'positive', 'term': 'ofitsiantlar', 'to': 25}]","[{'category': 'boshqalar', 'polarity': 'negative'}
 {'category': 'xizmat', 'polarity': 'positive'}]"
1537#2,Restoranning ichki qismi ham hashamatli.,"[{'from': 0, 'polarity': 'positive', 'term': 'Restoranning', 'to': 12}]","[{'category': 'muhit', 'polarity': 'positive'}]"
595#1,mazali samsa,"[{'from': 7, 'polarity': 'positive', 'term': 'samsa', 'to': 12}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
101#1,Hozirgina yetkazib berishni buyurdi.,[],"[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2667#1,Toshkentdagi go'zal hind restorani haqiqiy ta'mi va ajoyib The Host.,"[{'from': 18, 'polarity': 'positive', 'term': 'l hind restorani', 'to': 34}
 {'from': 43, 'polarity': 'positive', 'term': ""ta'mi"", 'to': 48}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
942#1,"Juda mazali va qimmat emas osh, qazi yeyish mumkin.","[{'from': 27, 'polarity': 'positive', 'term': 'osh', 'to': 30}
 {'from': 32, 'polarity': 'neutral', 'term': 'qazi', 'to': 36}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'narx', 'polarity': 'positive'}]"
127#2,"Toshkentdagi italyan restoraniga kirib, Italiyada topiladigan sifatli va ta’mli italyan taomlarini kutmang.","[{'from': 88, 'polarity': 'negative', 'term': 'taomlarini', 'to': 98}]","[{'category': 'ovqat', 'polarity': 'negative'}]"
2641#2,Ingliz tilida xizmat ko'rsatish mavjud.,"[{'from': 15, 'polarity': 'positive', 'term': 'xizmat', 'to': 21}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
1299#4,"Agar siz do'stlaringiz bilan o'tirmoqchi bo'lsangiz, men tavsiya etmayman.",[],"[{'category': 'boshqalar', 'polarity': 'negative'}]"
1185#1,"Juda 😋 mazali, lekin ba'zida ko'pchilik bo'lgani uchun oqsoq xizmat.",[],"[{'category': 'ovqat', 'polarity': 'positive'}]"
964#2,Tushlik vaqtida to‘y palovi va choyxona palovi doim mavjud.,"[{'from': 31, 'polarity': 'neutral', 'term': 'choyxona palovi', 'to': 46}
 {'from': 16, 'polarity': 'neutral', 'term': 'to‘y palovi', 'to': 27}]","[{'category': 'ovqat', 'polarity': 'neutral'}]"
2290#2,Pab Markaziy Osiyoning qoq markazida,"[{'from': 0, 'polarity': 'neutral', 'term': 'Pab', 'to': 3}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2479#3,Jonli yoqimli musiqa (biroz shovqinli) asosan sayyohlar va mahalliy aholi.,"[{'from': 14, 'polarity': 'positive', 'term': 'musiqa', 'to': 20}
 {'from': 46, 'polarity': 'neutral', 'term': 'sayyohlar va mahalliy aholi.', 'to': 74}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'boshqalar', 'polarity': 'neutral'}]"
162#2,"Xo'sh, hammasiga aniq rahmat","[{'from': 7, 'polarity': 'positive', 'term': 'hammasiga', 'to': 16}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
1983#1,Juda mazali joy,"[{'from': 12, 'polarity': 'positive', 'term': 'joy', 'to': 15}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
921#2,Restoran tashqarisida ulkan qozonda osh tayyorlashadi.,"[{'from': 22, 'polarity': 'neutral', 'term': 'ulkan qozonda', 'to': 35}]","[{'category': 'muhit', 'polarity': 'neutral'}]"
2604#2,Go'sht tugadi.,"[{'from': 0, 'polarity': 'negative', 'term': ""Go'sht"", 'to': 6}]","[{'category': 'ovqat', 'polarity': 'negative'}]"
2518#7,Terasda bambukdan yasalgan tirik devor bor.,"[{'from': 0, 'polarity': 'neutral', 'term': 'Terasda', 'to': 7}]","[{'category': 'muhit', 'polarity': 'neutral'}]"
1511#1,Yaxshi sushidan zavqlanish uchun sokin joy,"[{'from': 39, 'polarity': 'positive', 'term': 'joy', 'to': 42}
 {'from': 7, 'polarity': 'positive', 'term': 'sushidan', 'to': 15}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'positive'}]"
2235#7,Qanday qilib bu ijobiy sharhlarga ega bo'lishi mumkin ekanligini tushunmayman!!,"[{'from': 23, 'polarity': 'conflict', 'term': 'sharhlarga', 'to': 33}]","[{'category': 'boshqalar', 'polarity': 'conflict'}]"
1279#1,Ovqat mazali.,"[{'from': 0, 'polarity': 'positive', 'term': 'Ovqat', 'to': 5}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
75#2,Haqiqiy o'zbek taomlari uchun keling.,"[{'from': 15, 'polarity': 'neutral', 'term': 'taomlari', 'to': 23}]","[{'category': 'muhit', 'polarity': 'neutral'}]"
1926#4,O'rtacha narxlar.,"[{'from': 9, 'polarity': 'neutral', 'term': 'narxlar', 'to': 16}]","[{'category': 'narx', 'polarity': 'neutral'}]"
53#1,Gumma - bu axlat,"[{'from': 0, 'polarity': 'negative', 'term': 'Gumma', 'to': 5}]","[{'category': 'ovqat', 'polarity': 'negative'}]"
2909#1,Bu menga juda yoqdi,[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
2868#5,Omad.,[],"[{'category': 'boshqalar', 'polarity': 'neutral'}]"
669#1,Haddan tashqari maqtalgan joy.,"[{'from': 26, 'polarity': 'negative', 'term': 'joy', 'to': 29}]","[{'category': 'muhit', 'polarity': 'negative'}]"
1802#2,Biz juda mamnun edik.,"[{'from': 0, 'polarity': 'positive', 'term': 'Biz', 'to': 3}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
2785#1,"ovqatlari mazali emas, xizmat yoomon","[{'from': 0, 'polarity': 'negative', 'term': 'ovqatlari', 'to': 9}
 {'from': 25, 'polarity': 'negative', 'term': 'xizmat', 'to': 31}]","[{'category': 'ovqat', 'polarity': 'negative'}
 {'category': 'xizmat', 'polarity': 'negative'}]"
2354#1,Pivo zo'r,"[{'from': 0, 'polarity': 'positive', 'term': 'Pivo', 'to': 4}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2048#4,Bu joyni yaxshi ko'raman.,"[{'from': 3, 'polarity': 'positive', 'term': 'joyni', 'to': 8}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
432#1,"Chiroyli choyxona, yoqimli musiqa va ajoyib xizmat.","[{'from': 9, 'polarity': 'positive', 'term': 'choyxona', 'to': 17}
 {'from': 27, 'polarity': 'positive', 'term': 'musiqa', 'to': 33}
 {'from': 44, 'polarity': 'positive', 'term': 'xizmat', 'to': 50}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'positive'}]"
2235#5,Beefburger sovuq va pishmagan edi.,"[{'from': 0, 'polarity': 'negative', 'term': 'Beefburger', 'to': 10}]","[{'category': 'ovqat', 'polarity': 'negative'}]"
2324#8,"Aslida, men bu joyni juda yaxshi ko'raman.","[{'from': 12, 'polarity': 'positive', 'term': 'bu joyni', 'to': 20}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
2311#1,"Ajoyib mahalliy, taom va xizmat","[{'from': 25, 'polarity': 'positive', 'term': 'xizmat', 'to': 31}
 {'from': 17, 'polarity': 'positive', 'term': 'taom', 'to': 21}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'positive'}]"
477#1,Juda qulay va chiroyli restoran.,"[{'from': 23, 'polarity': 'positive', 'term': 'restoran', 'to': 31}]","[{'category': 'muhit', 'polarity': 'positive'}]"
1861#1,Toza va mazali,[],"[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
1022#1,Yaxshi joy,"[{'from': 7, 'polarity': 'positive', 'term': 'joy', 'to': 10}]","[{'category': 'muhit', 'polarity': 'positive'}]"
669#3,"Stollar iflos, choydagi suv filtrlanmagan","[{'from': 24, 'polarity': 'negative', 'term': 'suv', 'to': 27}
 {'from': 0, 'polarity': 'negative', 'term': 'Stollar', 'to': 7}]","[{'category': 'ovqat', 'polarity': 'negative'}
 {'category': 'muhit', 'polarity': 'negative'}]"
2337#2,"Ikkalasida ham kechki ovqat yeyishingiz mumkin, narxlar shahar me'yorida.","[{'from': 15, 'polarity': 'neutral', 'term': 'kechki ovqat', 'to': 27}
 {'from': 50, 'polarity': 'neutral', 'term': 'narxlar', 'to': 57}]","[{'category': 'ovqat', 'polarity': 'neutral'}
 {'category': 'narx', 'polarity': 'neutral'}]"
1824#1,Juda mazali taom va oila va do'stlar bilan ovqatlanish uchun yaxshi joy,"[{'from': 68, 'polarity': 'positive', 'term': 'joy', 'to': 71}
 {'from': 12, 'polarity': 'positive', 'term': 'taom', 'to': 16}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
886#2,Katta qismlar.,"[{'from': 6, 'polarity': 'positive', 'term': 'qismlar', 'to': 13}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1067#1,Mijozlarga xizmat ko'rsatishning past darajasi,"[{'from': 11, 'polarity': 'negative', 'term': ""xizmat ko'rsatishning"", 'to': 32}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
2372#2,"👍🏻👍🏻👍🏻 Oilaviy tadbirlar, do'stlar davrasi, banketlar uchun eng yaxshi tanlov!","[{'from': 0, 'polarity': 'positive', 'term': '👍🏻👍🏻👍🏻 Oilav', 'to': 12}]","[{'category': 'muhit', 'polarity': 'positive'}]"
1087#4,Biroz tor.,"[{'from': 6, 'polarity': 'neutral', 'term': 'tor', 'to': 9}]","[{'category': 'muhit', 'polarity': 'neutral'}]"
339#2,Bu yerda tez-tez turli tadbirlar o‘tkazamiz,"[{'from': 23, 'polarity': 'neutral', 'term': 'tadbirlar', 'to': 32}
 {'from': 3, 'polarity': 'neutral', 'term': 'yerda', 'to': 8}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2622#3,Hatto Burj Al Arab ham xizmat uchun unchalik pul olmaydi.,"[{'from': 6, 'polarity': 'negative', 'term': 'Burj Al Arab', 'to': 18}]","[{'category': 'narx', 'polarity': 'negative'}]"
2518#5,"Tez, samimiy xizmat.","[{'from': 13, 'polarity': 'positive', 'term': 'xizmat', 'to': 19}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
2479#1,"Zo'r o'zbek restorani, mazali taomlari, go'shtli taomlari mazali, ""shurpa"" oshini ham tatib ko'ring.","[{'from': 5, 'polarity': 'positive', 'term': ""o'zbek restorani"", 'to': 21}
 {'from': 30, 'polarity': 'positive', 'term': 'taomlari', 'to': 38}
 {'from': 40, 'polarity': 'positive', 'term': ""go'shtli taomlari"", 'to': 57}
 {'from': 66, 'polarity': 'neutral', 'term': '""shurpa"" oshini', 'to': 81}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
840#4,Mazali Qobuli/Osh.,"[{'from': 7, 'polarity': 'positive', 'term': 'Qobuli/Osh', 'to': 17}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1299#6,o'yin maydonchasi normal,"[{'from': 6, 'polarity': 'neutral', 'term': 'maydonchasi', 'to': 17}]","[{'category': 'muhit', 'polarity': 'neutral'}]"
733#1,Yaxshi osh va guruch,"[{'from': 7, 'polarity': 'positive', 'term': 'osh va guruch', 'to': 20}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2816#1,Bu joy ajoyib edi.,"[{'from': 0, 'polarity': 'positive', 'term': 'Bu joy', 'to': 6}]","[{'category': 'muhit', 'polarity': 'positive'}]"
68#5,"Men, albatta, maslahat beraman!",[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
2055#1,O'zbek oshxonasining juda katta tanlovi.,"[{'from': 0, 'polarity': 'positive', 'term': ""O'zbek oshxonasining"", 'to': 20}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2484#1,Qulay,[],"[{'category': 'muhit', 'polarity': 'positive'}]"
706#8,Osh (aniq oʻzbek) 2016 yilda YUNESKOning Butun jahon merosi roʻyxatiga kiritilgan.,"[{'from': 0, 'polarity': 'neutral', 'term': 'Osh', 'to': 3}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2853#1,"Daraxtlar bilan bezatilgan go'zal toza park, hatto kunning o'rtasida ham, siz daraxtlar soyasida yurishingiz mumkin, siz kaptarlarni boqishingiz va bolalarning zavqlanishini ko'rishingiz mumkin.","[{'from': 39, 'polarity': 'positive', 'term': 'park', 'to': 43}]","[{'category': 'muhit', 'polarity': 'positive'}]"
776#1,Menga bu muassasa juda yoqdi.,"[{'from': 9, 'polarity': 'positive', 'term': 'muassasa', 'to': 17}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2010#1,So'nggi paytlarda xizmat biroz sust bo'lib qoldi,"[{'from': 18, 'polarity': 'negative', 'term': 'xizmat', 'to': 24}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
1305#2,Atmosfera ajoyib!,"[{'from': 0, 'polarity': 'positive', 'term': 'Atmosfera', 'to': 9}]","[{'category': 'muhit', 'polarity': 'positive'}]"
238#11,"Har bir narsa ushbu restoranda yoqimli dam olish uchun mo'ljallangan.Narxiga mos xizmat , ikki kishi uchun $ 60 .","[{'from': 69, 'polarity': 'positive', 'term': 'Narxiga', 'to': 76}
 {'from': 81, 'polarity': 'positive', 'term': 'xizmat', 'to': 87}
 {'from': 108, 'polarity': 'neutral', 'term': '$ 60 .', 'to': 114}
 {'from': 20, 'polarity': 'positive', 'term': 'restoranda', 'to': 30}]","[{'category': 'narx', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'positive'}]"
568#3,Nonlari har safar kichikroq va kichikroq.,"[{'from': 0, 'polarity': 'negative', 'term': 'Nonlari', 'to': 7}]","[{'category': 'ovqat', 'polarity': 'negative'}]"
1323#1,Juda yaxshi joy.,"[{'from': 12, 'polarity': 'positive', 'term': 'joy', 'to': 15}]","[{'category': 'muhit', 'polarity': 'positive'}]"
381#2,"Stollar kam, chunki xona juda kichkina va qulay.","[{'from': 20, 'polarity': 'conflict', 'term': 'xona', 'to': 24}]","[{'category': 'muhit', 'polarity': 'conflict'}]"
2073#2,"Har doim gavjum, narxlar o'rtachadan yuqori.","[{'from': 17, 'polarity': 'negative', 'term': 'narxlar', 'to': 24}]","[{'category': 'narx', 'polarity': 'negative'}]"
2914#6,"Menyuda nonushta, tushlik va kechki ovqat uchun menyu borligi juda qiziq.","[{'from': 0, 'polarity': 'neutral', 'term': 'Menyuda', 'to': 7}]","[{'category': 'ovqat', 'polarity': 'neutral'}]"
1366#1,"Yaxshi ovqat, arzon va ajoyib bolalar o'yin maydonchasi.","[{'from': 44, 'polarity': 'positive', 'term': 'maydonchasi', 'to': 55}
 {'from': 7, 'polarity': 'positive', 'term': 'ovqat', 'to': 12}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'narx', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'positive'}]"
1839#4,Unda faqat muzqaymoq uchun navbat bo'lishi kerak bo'lgan joy bor.,"[{'from': 57, 'polarity': 'neutral', 'term': 'joy', 'to': 60}]","[{'category': 'muhit', 'polarity': 'neutral'}]"
2566#3,To'liq normal sifat bilan.,"[{'from': 14, 'polarity': 'neutral', 'term': 'sifat', 'to': 19}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
245#3,Sharob ro'yxati ham juda yaxshi.,"[{'from': 0, 'polarity': 'positive', 'term': 'Sharob', 'to': 6}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
796#4,"Zal ikki qavatli, ikkinchi qavatda balkon bor, lekin siz tashqarida ham o'tirishingiz mumkin.","[{'from': 35, 'polarity': 'positive', 'term': 'balkon', 'to': 41}
 {'from': 57, 'polarity': 'positive', 'term': 'tashqarida', 'to': 67}
 {'from': 0, 'polarity': 'neutral', 'term': 'Zal', 'to': 3}]","[{'category': 'muhit', 'polarity': 'positive'}]"
818#1,Judayam mazali taomlar,"[{'from': 15, 'polarity': 'positive', 'term': 'taomlar', 'to': 22}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
302#4,"Lekin eng dahshatli narsa-bu musiqa, u juda baland ovozda, uzilishlarsiz va Dj muzikani har 20 soniyada o'zgartirib turardi.","[{'from': 44, 'polarity': 'negative', 'term': 'baland ovozda', 'to': 57}
 {'from': 29, 'polarity': 'negative', 'term': 'musiqa', 'to': 35}]","[{'category': 'muhit', 'polarity': 'negative'}]"
2464#4,AKMAL ISIMI Ofitsiant A'lo XIZMAT QILDI,"[{'from': 0, 'polarity': 'positive', 'term': 'AKMAL ISIMI Ofitsiant', 'to': 21}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
2778#1,"Muzli choy uchun 17 ming pul juda ko'p, men ofitsiantni topa olmadim, shuning uchun to'lash uchun turishga majbur bo'ldim va nihoyat buyurtma qilmagan narsamni qo'shib, ortiqcha to'lov oldim...","[{'from': 169, 'polarity': 'negative', 'term': ""ortiqcha to'lov"", 'to': 184}
 {'from': 0, 'polarity': 'negative', 'term': 'Muzli choy', 'to': 10}
 {'from': 44, 'polarity': 'negative', 'term': 'ofitsiantni', 'to': 55}]","[{'category': 'narx', 'polarity': 'negative'}
 {'category': 'xizmat', 'polarity': 'negative'}]"
2313#3,Birinchi daqiqadan oxirgi daqiqagacha ishchilarning g'alati munosabati bor edi.,"[{'from': 38, 'polarity': 'negative', 'term': 'ishchilarning', 'to': 51}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
1167#4,"Biror kishidan 2-3 dollar, restoran kabi.","[{'from': 6, 'polarity': 'neutral', 'term': 'kishidan', 'to': 14}
 {'from': 28, 'polarity': 'neutral', 'term': 'restoran', 'to': 36}]","[{'category': 'narx', 'polarity': 'neutral'}
 {'category': 'muhit', 'polarity': 'neutral'}]"
